Id,SalePrice
1461,119966.87
1462,187116.55
1463,180530.48
1464,194535.88
1465,231385.8
1466,170470.69
1467,185835.69
1468,168136.44
1469,198593.08
1470,123165.63
1471,206427.92
1472,90022.695
1473,109136.914
1474,152189.45
1475,111498.13
1476,387333.06
1477,253962.03
1478,292935.78
1479,286344.9
1480,464451.53
1481,347878.72
1482,210690.88
1483,188330.31
1484,152144.45
1485,181966.97
1486,200067.6
1487,350381.3
1488,245265.02
1489,208945.14
1490,218569.88
1491,195499.28
1492,85179.23
1493,185657.98
1494,281483.12
1495,273183.72
1496,231085.92
1497,187378.19
1498,159240.42
1499,158417.88
1500,156040.36
1501,178380.33
1502,145273.78
1503,309708.9
1504,232904.1
1505,224850.83
1506,152499.9
1507,250272.39
1508,192920.44
1509,154805.39
1510,152584.38
1511,141661.9
1512,141106.84
1513,135676.11
1514,172985.86
1515,182681.08
1516,162042.28
1517,157923.72
1518,118924.97
1519,220529.5
1520,141763.47
1521,133000.06
1522,144844.0
1523,110218.62
1524,123822.28
1525,119921.83
1526,126037.17
1527,103394.11
1528,151029.42
1529,138583.73
1530,171728.58
1531,116791.87
1532,115739.2
1533,137392.16
1534,125639.78
1535,165025.31
1536,125701.87
1537,67109.26
1538,161814.23
1539,204145.62
1540,111076.7
1541,137748.5
1542,133241.77
1543,202027.31
1544,67253.47
1545,122817.695
1546,136049.5
1547,124929.61
1548,130848.22
1549,110793.45
1550,127482.76
1551,121168.07
1552,130836.2
1553,149856.77
1554,110342.31
1555,155134.62
1556,91613.71
1557,107019.63
1558,90636.914
1559,108510.4
1560,150268.52
1561,147683.66
1562,132934.81
1563,112141.46
1564,149252.27
1565,145870.86
1566,227591.42
1567,77161.375
1568,242928.83
1569,148613.97
1570,141790.02
1571,122176.17
1572,140588.58
1573,244758.1
1574,116767.7
1575,211511.52
1576,219653.06
1577,185224.97
1578,133401.84
1579,146386.28
1580,189240.64
1581,151876.14
1582,132555.39
1583,354525.62
1584,232193.81
1585,139909.64
1586,71734.45
1587,104169.38
1588,138543.31
1589,75431.58
1590,130338.53
1591,106715.734
1592,112945.6
1593,117520.0
1594,126390.625
1595,118315.945
1596,194754.45
1597,181112.73
1598,184015.73
1599,180669.14
1600,178619.73
1601,71782.516
1602,115438.53
1603,93260.84
1604,284321.47
1605,242600.47
1606,179174.47
1607,161745.2
1608,201813.83
1609,177262.78
1610,156257.88
1611,124153.52
1612,169890.16
1613,167440.19
1614,132375.47
1615,81776.92
1616,71476.78
1617,99497.67
1618,130190.9
1619,135978.53
1620,179618.2
1621,133873.19
1622,141786.08
1623,319710.47
1624,223970.14
1625,124020.43
1626,164471.08
1627,194884.75
1628,281006.2
1629,171131.47
1630,385702.66
1631,238583.83
1632,234778.27
1633,168496.28
1634,206337.48
1635,171558.78
1636,163778.97
1637,186565.73
1638,211791.81
1639,168601.08
1640,248817.4
1641,161982.28
1642,228296.53
1643,196141.95
1644,227790.08
1645,205809.25
1646,160486.38
1647,150875.14
1648,128203.9
1649,143001.77
1650,116530.234
1651,123158.53
1652,92987.5
1653,110881.95
1654,153882.61
1655,145435.75
1656,151333.31
1657,151235.56
1658,152426.12
1659,126779.95
1660,137941.17
1661,450412.4
1662,427945.88
1663,422653.47
1664,544316.3
1665,324056.9
1666,344115.44
1667,420599.66
1668,328957.3
1669,273347.66
1670,339038.16
1671,276538.2
1672,439734.72
1673,285804.03
1674,251531.34
1675,190079.02
1676,196307.58
1677,211717.47
1678,525045.75
1679,420808.7
1680,323240.06
1681,224878.23
1682,291909.72
1683,189524.48
1684,164783.95
1685,166668.31
1686,176668.39
1687,166190.55
1688,188804.1
1689,180730.05
1690,186047.14
1691,173098.86
1692,244187.84
1693,168443.1
1694,183586.38
1695,164587.7
1696,296840.94
1697,172667.75
1698,395568.28
1699,407274.75
1700,236841.44
1701,283322.66
1702,249458.33
1703,248882.92
1704,276478.0
1705,211921.75
1706,506287.2
1707,236624.78
1708,208294.9
1709,261418.62
1710,208605.52
1711,265716.16
1712,269992.25
1713,259941.25
1714,233802.94
1715,214415.58
1716,195192.08
1717,164059.52
1718,151026.52
1719,197011.52
1720,261955.48
1721,159562.2
1722,116054.14
1723,163067.4
1724,203943.34
1725,238787.53
1726,192286.73
1727,177014.72
1728,179859.11
1729,164908.27
1730,152326.97
1731,121036.94
1732,129337.945
1733,103689.38
1734,110093.19
1735,148660.73
1736,125931.04
1737,333368.5
1738,219724.36
1739,278897.7
1740,205082.92
1741,187841.67
1742,173124.53
1743,161385.6
1744,268654.5
1745,239386.31
1746,191407.9
1747,213049.23
1748,207724.97
1749,154455.5
1750,144606.33
1751,235906.1
1752,129839.45
1753,129923.65
1754,194159.61
1755,186849.03
1756,141752.38
1757,120798.7
1758,143527.52
1759,151335.8
1760,160156.89
1761,150390.0
1762,168449.02
1763,168048.27
1764,108108.26
1765,135057.39
1766,163104.9
1767,243006.98
1768,154601.34
1769,183042.16
1770,146595.88
1771,143138.08
1772,128502.0
1773,139796.84
1774,125533.26
1775,133872.28
1776,116440.16
1777,111233.14
1778,145107.0
1779,119131.55
1780,163962.22
1781,132897.58
1782,75494.74
1783,141807.06
1784,99913.07
1785,114244.23
1786,139905.78
1787,159856.58
1788,55927.027
1789,90783.836
1790,75227.43
1791,165177.6
1792,144027.7
1793,152686.0
1794,141514.88
1795,134386.66
1796,106844.72
1797,95455.69
1798,126084.32
1799,118215.02
1800,123295.36
1801,135196.0
1802,129264.48
1803,139950.05
1804,138667.14
1805,146291.55
1806,124200.016
1807,116703.65
1808,97042.92
