Id,SalePrice
1461,120714.23277199584
1462,169492.5972531521
1463,187382.1740640387
1464,200301.21521498708
1465,207301.7216585173
1466,166752.6379802338
1467,171058.71459879458
1468,159710.67404875075
1469,197959.9338279768
1470,109458.52581445902
1471,170234.0624444337
1472,98030.16265045558
1473,94421.55908170617
1474,145470.87217164057
1475,102925.73321226069
1476,379766.20091712393
1477,261240.02152455115
1478,307435.3900333018
1479,301663.97999402136
1480,480713.1692154001
1481,314646.5440593215
1482,205141.76150406638
1483,182510.06588922185
1484,155618.49321413293
1485,176369.16972464503
1486,190831.02304325154
1487,323426.4253166936
1488,240347.4125850634
1489,212793.53861046376
1490,265348.3033234484
1491,203807.40558069226
1492,95708.07732391317
1493,202463.45877326763
1494,282844.4464058917
1495,279095.378823519
1496,251302.1846150421
1497,175162.50690413266
1498,164463.8761647197
1499,157393.77473572223
1500,153686.51626116195
1501,176384.6200987185
1502,132566.50188286498
1503,487428.70385469345
1504,235757.85856642088
1505,231080.9121650467
1506,199232.38551963138
1507,256931.60731025183
1508,208893.19091194987
1509,153473.66724319465
1510,148599.05141663025
1511,154948.68889811105
1512,174556.0084374559
1513,153623.32764794226
1514,160788.71630690392
1515,205597.8748063838
1516,147024.3371358291
1517,183954.86164264672
1518,114710.28951698606
1519,221481.50076645028
1520,133052.21549564268
1521,139186.5458701339
1522,172429.7180362653
1523,106713.32332892335
1524,125270.82906582317
1525,116036.07992372611
1526,108972.35403358362
1527,91091.91562814376
1528,137331.46045672928
1529,162446.98493493925
1530,206163.94271511355
1531,117021.80701342359
1532,81121.17882498016
1533,188347.27161762604
1534,130090.27039952157
1535,156001.70228305028
1536,97262.5739674231
1537,68053.84768326953
1538,155907.31736949098
1539,186182.8667732054
1540,110579.96878679027
1541,137856.52362836903
1542,160935.5341490915
1543,206173.21964885588
1544,62584.07530254754
1545,118361.46727814202
1546,127749.70268661427
1547,138983.2629477274
1548,137892.0829480957
1549,114077.03163391535
1550,126579.79384392919
1551,115660.5554929812
1552,152357.34082208655
1553,148653.84006610565
1554,113145.22352500114
1555,166157.82156790752
1556,68215.82278720774
1557,121542.9240731583
1558,111765.11543324788
1559,64329.73180852036
1560,106513.2682586014
1561,138670.5353179509
1562,131873.6082483912
1563,121279.4240450691
1564,151202.71260968037
1565,142832.31368998933
1566,233078.73868806116
1567,66460.29862045021
1568,215208.61378813218
1569,150625.2374347002
1570,130871.98797278675
1571,131391.10141676938
1572,151772.5044656751
1573,295169.788578848
1574,138817.2848293341
1575,225279.62763422713
1576,249659.15299170025
1577,182001.54673442466
1578,139897.91372491195
1579,147855.7039997311
1580,189749.10001129704
1581,154971.90102302737
1582,121744.84826376422
1583,287035.21024259075
1584,220760.62508311644
1585,136042.52273155283
1586,91524.54391243325
1587,108036.35074240297
1588,153444.73067666558
1589,91736.2235856366
1590,130319.8835150357
1591,95412.27761835838
1592,130217.23639228748
1593,113053.68746530928
1594,179029.78313539593
1595,110992.14015939643
1596,228125.9474216368
1597,189889.71168528794
1598,207998.85304416178
1599,191388.0815734226
1600,168431.35640882756
1601,48631.061463455626
1602,119848.66208870098
1603,88809.7915931661
1604,281220.442245913
1605,226521.973293487
1606,164768.73464276252
1607,168312.50139476586
1608,193694.93793717504
1609,196583.6667825803
1610,147026.00471179115
1611,140845.82180345655
1612,192131.0890729866
1613,168450.14171822427
1614,125015.68808192718
1615,88557.86834775985
1616,63141.91288325007
1617,82338.66033341894
1618,118246.78868041426
1619,142604.33212887726
1620,158808.4270868507
1621,128437.66909645399
1622,137462.76775269443
1623,265005.76811101486
1624,216679.88944599786
1625,125177.99728515219
1626,163382.21284132852
1627,191383.57835833018
1628,267304.4416616553
1629,167073.61418038796
1630,381917.21421819576
1631,242268.08214564653
1632,254385.48040045993
1633,165645.58844906514
1634,188110.58782615894
1635,166581.13986804048
1636,144750.3772106048
1637,187264.71326047875
1638,180110.6513353796
1639,187769.71169810795
1640,233456.8846857456
1641,183247.8799097506
1642,247011.9816318814
1643,220922.81485084564
1644,235688.12482775268
1645,223137.99058242064
1646,156791.55317525828
1647,147949.70028195914
1648,128041.37885061247
1649,121826.92723832754
1650,110169.39050002323
1651,104502.11457463536
1652,96779.65660811604
1653,105650.71592889607
1654,136153.00361417368
1655,134420.74890998035
1656,140560.35022046673
1657,146559.26980410377
1658,143860.05612611398
1659,123378.81209301771
1660,152334.7891343845
1661,427295.0257557748
1662,384200.69290557643
1663,383466.3464851363
1664,470206.62602845894
1665,328544.11969237437
1666,330212.62207618123
1667,379958.5622195669
1668,365092.4185801712
1669,307145.07412951917
1670,361652.49816772284
1671,279883.02183383005
1672,414790.09577469167
1673,276713.27925479866
1674,241937.69240928823
1675,204345.04217790414
1676,213114.95957846046
1677,219498.91606878254
1678,470226.14445861196
1679,387080.3562206606
1680,349384.7288362256
