Id,SalePrice
1461,129292.00721549899
1462,174431.04432090445
1463,181979.7854492051
1464,192176.14637819052
1465,194764.7523120207
1466,173750.85101504764
1467,174921.106596462
1468,164957.93332005662
1469,189456.5288358456
1470,124599.3579229304
1471,204773.3669070544
1472,95713.14693654062
1473,96910.46455855333
1474,155041.65194781305
1475,113232.27113735191
1476,361640.72426800727
1477,247189.89337893846
1478,298713.1784432613
1479,300989.04864967085
1480,463735.99064291525
1481,330761.42591651087
1482,204169.43093718617
1483,175909.58239746318
1484,156817.7267842214
1485,177365.35193113427
1486,191340.10961174022
1487,344381.6435304405
1488,241342.72315937834
1489,198946.71820762026
1490,222691.30008487476
1491,193660.74465649965
1492,88370.39633528564
1493,191174.11361925452
1494,299277.0717489481
1495,291852.7154205013
1496,231851.48329014203
1497,182491.16584062524
1498,160053.60275204259
1499,160485.968973995
1500,152358.92560132605
1501,163962.0625371203
1502,159039.6191861895
1503,287418.7999300747
1504,235490.49688964765
1505,237164.05740719716
1506,178463.63866678145
1507,240475.18748670258
1508,190236.31771581736
1509,153525.18148786802
1510,141188.05666358097
1511,136204.28356081014
1512,175707.54512019997
1513,137871.03521462568
1514,172402.12282504144
1515,198088.26839947636
1516,158976.82361505783
1517,157187.7076590618
1518,138664.40312960587
1519,235901.90224726757
1520,132568.7348166381
1521,132068.6107971692
1522,166889.62906348467
1523,116529.27644290002
1524,122408.82535026608
1525,124723.08901411576
1526,124916.26409658737
1527,108577.1122226457
1528,137910.27722436024
1529,149291.1550003884
1530,190173.66491262824
1531,103136.47970397689
1532,113323.65985215805
1533,155297.67020900347
1534,128587.22256100384
1535,163220.2750750002
1536,109468.1866431014
1537,80574.72410877449
1538,177433.0534448712
1539,187929.93618128638
1540,113407.56406307878
1541,141578.8669480349
1542,137767.5008703541
1543,216589.2954300176
1544,77976.9699078115
1545,117155.89494127275
1546,126844.64722683677
1547,127130.78363926288
1548,123458.53237143756
1549,114520.87429245481
1550,129544.32627611722
1551,120840.11516726704
1552,134249.47211807698
1553,146360.11646676037
1554,112202.0482113067
1555,163596.73017503807
1556,71846.3681088744
1557,112249.11699918397
1558,99751.87589983933
1559,100430.76494416417
1560,141522.85495433357
1561,148650.5343364299
1562,137300.19356196088
1563,120881.44313233269
1564,152742.6127209768
1565,145219.05911569062
1566,214013.19940966298
1567,78400.09631951746
1568,227191.80668397294
1569,163582.00981324536
1570,144890.92050571516
1571,119775.53132613686
1572,142000.42929471374
1573,255745.12591002515
1574,114841.52019267718
1575,211726.44159735736
1576,229629.91348725097
1577,184372.05912961412
1578,135732.41337134474
1579,148104.50210681077
1580,190387.5088999617
1581,165640.40259911347
1582,126029.22948772403
1583,324007.7585845622
1584,233229.14628086245
1585,140134.5530207984
1586,76464.15301698145
1587,96822.50695177422
1588,143951.3121907608
1589,95775.82380512632
1590,134933.96000382083
1591,92933.56039709473
1592,117549.16678913437
1593,128900.6077593669
1594,133669.09912623832
1595,117014.94124679074
1596,247649.60311084017
1597,190441.21853730988
