Id,SalePrice
1461,126503.33
1462,176983.7
1463,185775.8
1464,187636.0
1465,226132.35
1466,176934.0
1467,175994.82
1468,171281.26
1469,190121.85
1470,123124.19
1471,216189.61
1472,97602.0
1473,99192.0
1474,150427.37
1475,111268.0
1476,372850.44
1477,244449.62
1478,307007.53
1479,297935.95
1480,447936.48
1481,339558.66
1482,202213.17
1483,191814.85
1484,159370.17
1485,176393.1
1486,196753.4
1487,342077.22
1488,242710.41
1489,190822.22
1490,210767.3
1491,193661.15
1492,94073.84
1493,192641.4
1494,315087.97
1495,312036.88
1496,231486.78
1497,189581.45
1498,162941.31
1499,163960.33
1500,168742.79
1501,172564.33
1502,146843.18
1503,287932.52
1504,224925.06
1505,231051.67
1506,167519.05
1507,252625.74
1508,201757.72
1509,154034.5
1510,146614.59
1511,143318.93
1512,163562.05
1513,149829.59
1514,182779.87
1515,193478.54
1516,153792.5
1517,158191.25
1518,136252.2
1519,227322.1
1520,134760.08
1521,138073.5
1522,161969.0
1523,118681.74
1524,123842.08
1525,126346.5
1526,130123.18
1527,102042.58
1528,142804.75
1529,142103.0
1530,169708.65
1531,132845.83
1532,112757.0
1533,154784.87
1534,120221.58
1535,162031.07
1536,120662.0
1537,60958.81
1538,177807.65
1539,205525.3
1540,125726.5
1541,150339.0
1542,148967.6
1543,209185.78
1544,84297.11
1545,119722.0
1546,120796.26
1547,132191.0
1548,128232.5
1549,114028.0
1550,136687.0
1551,130909.5
1552,138399.0
1553,155266.4
1554,118156.5
1555,173465.0
1556,95816.52
1557,127200.1
1558,93507.0
1559,117905.24
1560,147604.94
1561,141155.48
1562,131135.5
1563,123208.99
1564,164126.68
1565,145699.68
1566,220236.64
1567,79127.61
1568,225081.72
1569,158573.78
1570,142274.5
1571,116787.5
1572,141725.25
1573,235280.8
1574,107865.87
1575,224208.46
1576,217597.84
1577,189392.32
1578,142680.0
1579,147008.79
1580,193411.82
1581,152343.5
1582,124616.58
1583,342774.99
1584,237336.0
1585,141347.0
1586,64292.33
1587,104211.0
1588,144468.0
1589,102072.12
1590,127542.5
1591,102040.32
1592,125365.0
1593,107766.6
